,online_daily_payment_tpv_max_90days,online_daily_payment_tpv_max_30days,online_daily_payment_trx_max_365days,online_daily_payment_trx_mean_30days,online_manwon_payment_unit_trx_365days,online_daily_payment_tpv_mean_365days,brand_tpv_weight_365days,online_daily_payment_trx_mean_365days,consumption_trx_ratio_365days,online_payment_method_card_trx_weight_90days,online_payment_method_card_trx_weight_7days,brand_trx_ratio_365days,brand_tpv_ratio_365days,online_manwon_payment_total_tpv_30days,consumption_trx_365days,online_payment_cycle_cycle_median_365days,brand_trx_weight_365days,brand_tpv_180days,online_daily_payment_trx_max_30days,consumption_age_tpv_ratio_365days,consumption_trx_ratio_30days,consumption_trx_180days,online_payment_method_card_trx_weight_30days,consumption_age_trx_ratio_365days,consumption_trx_weight_180days,consumption_trx_ratio_180days,online_daily_payment_trx_max_180days,consumption_age_gender_trx_ratio_365days,consumption_tpv_ratio_365days,brand_tpv_365days,online_daily_payment_trx_max_7days,online_daily_payment_tpv_max_365days,online_daily_payment_trx_mean_180days,online_payment_method_card_trx_weight_180days,consumption_tpv_365days,consumption_age_gender_trx_ratio_180days,consumption_trx_ratio_90days,online_payment_cycle_cycle_mean_90days,online_payment_cycle_cycle_max_365days,online_daily_payment_tpv_max_180days,password_cnt_password_fin_7days,online_payment_cycle_cycle_mean_365days,consumption_age_trx_ratio_90days,consumption_trx_90days,online_daily_payment_trx_max_90days,brand_trx_30days,consumption_trx_weight_30days,brand_trx_ratio_30days,online_manwon_payment_total_tpv_max_365days,brand_trx_ratio_90days,label
0,0.0020358641112116476,0.0019910548219948428,0.08974358974358974,0.08011869436201834,0.0,0.0018215714,0.0,0.18076790038049229,0.0207253886010362,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.017241379310344827,0.0,0.0,0.017543859649122806,0.0072,0.04,0.022653721682847898,0.0,0.0282685512367491,0.28,0.0162412993039443,0.0641025641025641,0.0445682451253481,0.0047,0.0,0.017543859649122806,0.0032253179365826193,0.14031667257473757,0.0,0.0018587002701927766,0.0376344086021505,0.0200803212851405,0.1103074141048824,0.1839080459770115,0.0020358641112116476,0.030303030303030304,0.030679513184583906,0.0280898876404494,0.03164556962025317,0.0641025641025641,0.0,0.75,0.0,0.0,0.0,1.0
1,0.004729785308875545,0.005584665964131876,0.05128205128205128,0.1201780415430275,0.0,0.00984313725,0.0,0.1166500498504488,0.0129870129870129,0.0,0.0,0.0,0.0,0.014598540145985403,0.021666666666666667,0.011494252873563218,0.0,0.0,0.03508771929824561,0.011000000000000001,0.0,0.0,0.0,0.0380116959064327,0.0,0.0,0.02564102564102564,0.0385756676557863,0.0052,0.0,0.03508771929824561,0.02034609164295846,0.09603896700670941,0.0,0.014304939023496934,0.0,0.0,0.08860759493670886,0.11781609195402298,0.007197499383071482,0.0,0.020517241379310342,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.04,0.0,1.0
2,0.006169285185489841,0.0042977646767449655,0.02564102564102564,0.08011869436201834,0.0,0.0068055208,0.0,0.10033292978208316,0.00213154689403166,0.857142857142857,1.0,0.0,0.0,0.0,0.011666666666666667,0.020114942528735632,0.0,0.0,0.017543859649122806,0.0067,0.00630914826498422,0.012944983818770227,0.833333333333333,0.0070493454179254705,0.16,0.00219298245614035,0.02564102564102564,0.011986301369863001,0.0021,0.0,0.017543859649122806,0.01028864861490513,0.08185139233526333,0.92,0.0029760970433668826,0.0117302052785923,0.00211640211640211,0.07108081791626089,0.08045977011494253,0.010282141975816403,0.0,0.02188799217412569,0.00709219858156028,0.012658227848101266,0.01282051282051282,0.0,0.33333333333333304,0.0,0.0,0.0,0.0
3,0.3117339804228017,0.1966773665629052,0.4615384615384615,0.21531899109792427,0.0,0.20471961205,0.0,0.31829757034316003,0.0711805555555555,0.48387096774193505,0.3,0.0,0.0,0.0,0.06833333333333334,0.0028735632183908046,0.0,0.0,0.22807017543859648,0.9177,0.113636363636363,0.10032362459546926,0.209302325581395,0.23563218390804605,0.119230769230769,0.0971786833855799,0.1923076923076923,0.330645161290322,0.7339,0.0,0.08771929824561403,0.30568846665610827,0.22955176996496457,0.40384615384615297,0.2877730966687386,0.484375,0.11827956989247301,0.020713463751438354,0.08908045977011494,0.3117339804228017,0.030303030303030304,0.009120439780109941,0.33846153846153804,0.13924050632911392,0.16666666666666666,0.0,0.23255813953488297,0.0,0.19999999999999998,0.0,1.0
4,0.015707822653615203,0.016462624016006136,0.05128205128205128,0.11016320474777522,0.0,0.01840886745,0.3954,0.12856267685755235,0.0145960234455809,0.46551724137930994,0.6666666666666661,0.0164997053624042,0.016,0.0,0.21166666666666667,0.005747126436781609,0.491228070175438,0.24957085454058398,0.05263157894736842,0.0307,0.0161812297734627,0.18122977346278318,0.545454545454545,0.0336245697643632,0.549019607843137,0.0110279637652619,0.038461538461538464,0.0609112709832134,0.0123,0.09965558875587821,0.03508771929824561,0.026588642487957077,0.10979299092423316,0.49019607843137203,0.05496256856848058,0.0499553969669937,0.013277693474961999,0.025905210479835065,0.02586206896551724,0.0197380110224562,0.24242424242424243,0.006321839080459771,0.0302506482281763,0.22151898734177214,0.038461538461538464,0.25,0.681818181818181,0.0270793036750483,0.02,0.022077922077922002,0.0
5,0.04092292506374928,0.0014811505383132365,0.038461538461538464,0.08011869436201834,0.0,0.012803333299999999,0.0,0.110169491525424,0.006284367635506671,1.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.014367816091954023,0.0,0.0,0.017543859649122806,0.018000000000000002,0.0,0.022653721682847898,1.0,0.0237388724035608,0.3888888888888879,0.0086848635235732,0.038461538461538464,0.0361990950226244,0.0064,0.0,0.0,0.04421806848540688,0.08839950372208495,1.0,0.003595803326447708,0.047945205479452004,0.00479616306954436,0.1561181434599152,0.08333333333333333,0.04092292506374928,0.0,0.02368937482478273,0.0185185185185185,0.012658227848101266,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0020564283951632805,0.0,0.02564102564102564,0.0,0.0,0.00686152775,0.0,0.10492332526230909,0.0008885729518393461,0.5,0.0,0.0,0.0,0.0,0.008333333333333333,0.02586206896551724,0.0,0.0,0.0,0.0011,0.0,0.00970873786407767,0.0,0.00200561572402727,0.214285714285714,0.0009520787051729599,0.02564102564102564,0.00517063081695966,0.0004,0.0,0.0,0.008082369302371823,0.09167355941549497,0.0714285714285714,0.001035983148007459,0.0051724137931034395,0.0,0.24050632911392406,0.22413793103448276,0.014377519124784075,0.0,0.051893171061527875,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.04,0.0,1.0
7,0.14170848071070166,0.16732144851666414,0.15384615384615385,0.15356083086053463,0.53125,0.067615,0.0,0.21323127392017652,0.519434628975265,0.0533333333333333,0.0,0.0,0.0,0.0,0.49000000000000005,0.0028735632183908046,0.0,0.0,0.08771929824561403,0.9963,0.408163265306122,0.4854368932038835,0.0,0.98989898989899,0.8620689655172409,0.5,0.15384615384615385,1.0,0.738,0.0,0.08771929824561403,0.09486365228529382,0.19256981092510503,0.0344827586206896,0.3891037594677349,1.0,0.386904761904761,0.03459915611814342,0.04310344827586207,0.1687505141070988,0.0,0.006754739513360201,0.970149253731343,0.4113924050632911,0.15384615384615385,0.0,0.8695652173913041,0.0,0.6,0.0,1.0
8,0.014292177346384799,0.0009105433637171536,0.02564102564102564,0.08011869436201834,0.0,0.015247727249999999,1.0,0.10301562843935802,0.0,0.0,0.0,0.000860009555661729,0.0012,0.0,0.0,0.08620689655172414,1.0,0.03838199839271363,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.012726638629827144,0.0,0.008034394143100074,0.09167355941549497,0.142857142857142,0.0,0.0,0.0,0.17721518987341772,0.20402298850574713,0.014292177346384799,0.0,0.09482758620689655,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.00166500166500166,0.0
9,0.02652792629760632,0.0,0.02564102564102564,0.0,0.0,0.016277187499999998,0.0,0.10033292978208316,0.007267441860465109,0.0,0.0,0.0,0.0,0.0,0.025,0.031609195402298854,0.0,0.0,0.0,0.027999999999999997,0.0,0.022653721682847898,0.0,0.024390243902439,1.0,0.00572831423895253,0.02564102564102564,0.0533807829181494,0.0103,0.0,0.0,0.014912760351941143,0.09167355941549497,0.0,0.00862900710956516,0.0457516339869281,0.00648298217179902,0.20253164556962025,0.20689655172413793,0.02652792629760632,0.0,0.056896551724137934,0.024390243902439,0.02531645569620253,0.02564102564102564,0.0,0.0,0.0,0.19999999999999998,0.0,0.0
